object_code,object_name, Mùi cỏ tươi, Mùi trái cây, Mùi hoa, Mùi sữa, Mùi gỗ tươi, Mùi caramel, Mùi mật ong, Mùi khói, Mùi earthy, Mùi rong biển, Hương cỏ tươi, Hương trái cây, Hương hoa, Hương sữa, Hương gỗ tươi, Hương caramel, Hương mật ong, Hương khói, Hương earthy, Hương rong biển, Vị ngọt, Vị chua, Vị đắng, Vị umami, Vị mặn, Hậu vị ngọt, Hậu vị đắng, Hậu vị umami, Hậu vị chua, Cảm giác béo, Cảm giác chát, Cảm giác bám miệng, Body, Sandy
346,Olong,0.6708203932499369,0.3794733192202055,0.8,0.23664319132398462,0.5366563145999496,0.17213259316477406,0.282842712474619,0.20493901531919195,0.34641016151377546,0.2683281572999748,0.6841052550594828,0.363318042491699,0.7707139547199077,0.3,0.5215361924162119,0.15491933384829668,0.2683281572999748,0.17320508075688773,0.23664319132398462,0.3794733192202055,0.5366563145999496,0.17888543819998318,0.6324555320336759,0.39496835316262996,0.17320508075688773,0.7211102550927979,0.5196152422706632,0.30983866769659335,0.34641016151377546,0.3,0.7483314773547882,0.812403840463596,0.7874007874011811,0.15491933384829668
581,Trà đen,0.12649110640673517,0.6572670690061994,0.4427188724235731,0.06324555320336758,0.3794733192202055,0.6148170459575759,0.6708203932499369,0.66332495807108,0.31622776601683794,0.06324555320336758,0.10954451150103323,0.6148170459575759,0.34641016151377546,0.0,0.4098780306383839,0.5215361924162119,0.5215361924162119,0.629285308902091,0.21908902300206645,0.06324555320336758,0.5366563145999496,0.5692099788303083,0.4878524367060187,0.18973665961010275,0.08944271909999159,0.7071067811865476,0.5531726674375732,0.18973665961010275,0.66332495807108,0.0,0.7483314773547882,0.7615773105863908,0.7071067811865476,0.31622776601683794
729,Olong sữa,0.3794733192202055,0.08944271909999159,0.6572670690061994,0.8944271909999159,0.25298221281347033,0.28284271247461906,0.2683281572999748,0.08944271909999159,0.08944271909999159,0.0,0.4098780306383839,0.06324555320336758,0.6928203230275509,0.824621125123532,0.3,0.23664319132398462,0.2683281572999748,0.14142135623730953,0.08944271909999159,0.044721359549995794,0.6434283176858164,0.08944271909999159,0.282842712474619,0.5059644256269407,0.21908902300206645,0.6782329983125268,0.264575131106459,0.5059644256269407,0.17888543819998318,0.7874007874011811,0.6,0.47328638264796924,0.5848076606885378,0.21908902300206645
903,Trà xanh,0.5513619500836089,0.31622776601683794,0.3794733192202055,0.10954451150103323,0.6782329983125268,0.25298221281347033,0.18973665961010275,0.5796550698475776,0.4242640687119285,0.7071067811865476,0.6066300355241241,0.20493901531919195,0.4098780306383839,0.044721359549995794,0.5513619500836089,0.07745966692414834,0.15491933384829668,0.5513619500836089,0.3741657386773941,0.6434283176858164,0.4098780306383839,0.18973665961010275,0.824621125123532,0.21908902300206645,0.10954451150103323,0.5059644256269407,0.7211102550927979,0.23664319132398462,0.3741657386773941,0.12649110640673517,0.848528137423857,0.812403840463596,0.824621125123532,0.25298221281347033
